mean_vel,well,part,date,type
1.9572480000437567,0.0,13332.0,220922,wt
2.9171186927957846,8.0,13121.0,220922,wt
1.2519618404370239,13.0,14769.0,220922,wt
0.4801091180323848,1.0,12891.0,220922,wt
1.8225690277965252,1.0,12890.0,220922,wt
5.206009070349723,2.0,13741.0,220922,wt
0.6064103903416048,14.0,16794.0,220922,wt
0.26489764877884925,4.0,14394.0,220922,wt
0.6807483190530829,2.0,13744.0,220922,wt
2.116409026872227,15.0,14183.0,220922,wt
0.46751501924309524,12.0,14267.0,220922,wt
1.9947343797439048,2.0,13745.0,220922,wt
0.8861684947350381,16.0,14057.0,220922,wt
6.678911123047973,6.0,15616.0,220922,wt
4.4051363371693295,8.0,13122.0,220922,wt
1.7372441039035469,16.0,16474.0,220922,wt
0.212237185196881,6.0,13509.0,220922,wt
1.3777393296075593,5.0,13538.0,220922,wt
2.440495194791786,17.0,12734.0,220922,wt
1.0399999999999996,7.0,13445.0,220922,wt
3.96946820635982,14.0,16797.0,220922,wt
1.4713890244246586,2.0,13748.0,220922,wt
4.631671090987541,15.0,14184.0,220922,wt
1.5963750217862,18.0,15715.0,220922,wt
1.4732635814003445,1.0,12899.0,220922,wt
5.31575374430471,3.0,14434.0,220922,wt
0.358244938965372,2.0,13753.0,220922,wt
0.7141975308641967,15.0,14185.0,220922,wt
0.6304560142593277,0.0,13337.0,220922,wt
1.6078921379310844,2.0,16140.0,220922,wt
1.1818769904057775,6.0,13511.0,220922,wt
0.7193054185010125,18.0,15722.0,220922,wt
3.2554926875829358,17.0,12732.0,220922,wt
2.939652735929901,3.0,17260.0,220922,wt
0.6629262557569593,9.0,13985.0,220922,wt
1.1573247533614628,7.0,13447.0,220922,wt
0.33794842260202074,16.0,14060.0,220922,wt
0.4916155347646242,2.0,13759.0,220922,wt
0.8645285758946865,8.0,13128.0,220922,wt
1.862287768742727,11.0,13918.0,220922,wt
3.0802584417388563,15.0,14186.0,220922,wt
1.260701604142733,7.0,15484.0,220922,wt
3.046889529872391,1.0,12907.0,220922,wt
0.7182529397223252,16.0,16490.0,220922,wt
0.23719669327609522,6.0,13512.0,220922,wt
2.210437309331516,1.0,12909.0,220922,wt
0.38312211062322393,2.0,13767.0,220922,wt
1.0811691636293708,18.0,13606.0,220922,wt
1.24275487190913,8.0,13130.0,220922,wt
0.7352442015654927,15.0,14187.0,220922,wt
1.6496312775378346,12.0,14270.0,220922,wt
0.5850380443437162,8.0,13132.0,220922,wt
4.160775915366467,17.0,12736.0,220922,wt
1.2266519512958118,19.0,14599.0,220922,wt
4.444715944497265,3.0,14441.0,220922,wt
0.8492125357024308,1.0,14726.0,220922,wt
3.8225645939078787,14.0,14251.0,220922,wt
2.201765223839071,3.0,14442.0,220922,wt
0.4705962229335458,6.0,15620.0,220922,wt
0.5055555555555558,2.0,13772.0,220922,wt
1.1277499533594053,2.0,13775.0,220922,wt
1.7907238179964806,17.0,12737.0,220922,wt
1.8817932746808932,11.0,16256.0,220922,wt
1.1712770030109394,11.0,13922.0,220922,wt
4.413687926339762,15.0,14188.0,220922,wt
6.156250434764088,16.0,16503.0,220922,wt
4.707377675120227,14.0,16809.0,220922,wt
3.1827528667532308,3.0,14444.0,220922,wt
1.4231204793742407,2.0,13783.0,220922,wt
1.4318861529653044,15.0,16706.0,220922,wt
1.6817460317460327,3.0,14447.0,220922,wt
5.076746032885655,5.0,13544.0,220922,wt
0.8446253466435846,18.0,13613.0,220922,wt
0.5114995625785507,2.0,13787.0,220922,wt
4.601064958289944,2.0,13788.0,220922,wt
0.5397002186281912,0.0,13348.0,220922,wt
1.2271052463270649,2.0,13790.0,220922,wt
4.649475871632964,3.0,14450.0,220922,wt
3.0026854745408453,10.0,14176.0,220922,wt
3.851073615755767,3.0,14452.0,220922,wt
1.4391299391292032,8.0,13139.0,220922,wt
1.5377619326844725,7.0,15554.0,220922,wt
0.6986215711761328,13.0,13095.0,220922,wt
2.8809595400241763,1.0,12929.0,220922,wt
2.575213463321086,5.0,13545.0,220922,wt
2.123245511494375,3.0,14454.0,220922,wt
4.551175209139941,15.0,14197.0,220922,wt
0.19721379302529055,2.0,13794.0,220922,wt
2.5390153318445603,2.0,13795.0,220922,wt
4.5962117885276275,17.0,12738.0,220922,wt
7.256158707582883,3.0,14459.0,220922,wt
1.8102987516363773,9.0,13992.0,220922,wt
0.886467888392376,8.0,14941.0,220922,wt
1.2070504830308733,2.0,13800.0,220922,wt
0.3261118333824441,5.0,13546.0,220922,wt
2.167056478957503,16.0,16514.0,220922,wt
1.6988501461279706,11.0,16308.0,220922,wt
0.77666095946869,7.0,13453.0,220922,wt
1.334903898773274,3.0,14463.0,220922,wt
1.3379168476626377,11.0,13931.0,220922,wt
1.4254548516738383,11.0,16304.0,220922,wt
1.5676525087121436,16.0,16562.0,220922,wt
1.3783976266939488,16.0,14086.0,220922,wt
2.9151241068496496,17.0,12743.0,220922,wt
1.624618402702213,17.0,12741.0,220922,wt
0.9253111306324926,16.0,16492.0,220922,wt
3.3676047225720476,3.0,14461.0,220922,wt
2.3586386727737194,17.0,14629.0,220922,wt
5.387504360768361,3.0,14462.0,220922,wt
2.8866000213025087,2.0,13808.0,220922,wt
0.49873804598158106,5.0,13549.0,220922,wt
8.102058593932991,13.0,13098.0,220922,wt
2.2005742880206207,1.0,14732.0,220922,wt
2.3211197398483514,16.0,14091.0,220922,wt
2.0933699866810174,3.0,14465.0,220922,wt
1.338125086546441,11.0,13933.0,220922,wt
3.0621364751013753,8.0,14952.0,220922,wt
0.4191318243071991,2.0,13811.0,220922,wt
1.5092601860616615,8.0,13152.0,220922,wt
0.6859303389024717,8.0,13150.0,220922,wt
1.355810169641259,9.0,13995.0,220922,wt
2.3122253850003007,17.0,12748.0,220922,wt
1.6534290725230327,2.0,13812.0,220922,wt
2.020758583192244,15.0,14200.0,220922,wt
3.7351472572995754,16.0,14092.0,220922,wt
3.558655916004828,12.0,14283.0,220922,wt
4.945838355428115,3.0,17299.0,220922,wt
1.1248088630898267,16.0,14094.0,220922,wt
2.1527627822857465,5.0,13551.0,220922,wt
2.1417599568764163,13.0,13099.0,220922,wt
2.665303635014025,2.0,16213.0,220922,wt
1.6346281322666525,16.0,14097.0,220922,wt
2.7139568150732933,3.0,14474.0,220922,wt
1.6197739756901748,4.0,14396.0,220922,wt
3.9770713057233276,3.0,14475.0,220922,wt
4.058413119149275,11.0,13937.0,220922,wt
1.5766297650873555,3.0,17246.0,220922,wt
1.6730185272327083,16.0,16567.0,220922,wt
1.6923287667406166,15.0,14202.0,220922,wt
0.9199027013064991,15.0,16746.0,220922,wt
1.6618731649979073,2.0,13815.0,220922,wt
0.5596049530569965,7.0,13459.0,220922,wt
0.9091020247679888,0.0,13367.0,220922,wt
3.308192133158988,1.0,14746.0,220922,wt
1.5453328229354386,9.0,13998.0,220922,wt
1.1708474344869433,17.0,12750.0,220922,wt
2.4113883519357073,7.0,13462.0,220922,wt
5.606045569215158,11.0,13939.0,220922,wt
4.743550218013262,9.0,14000.0,220922,wt
1.8003655549350597,11.0,13941.0,220922,wt
2.998278440965935,8.0,14960.0,220922,wt
1.78940555276895,15.0,16771.0,220922,wt
2.4182105341798628,16.0,14104.0,220922,wt
0.8129029749695597,2.0,13822.0,220922,wt
5.027355747251423,3.0,14487.0,220922,wt
1.6375945341467597,11.0,16317.0,220922,wt
1.0775034649953525,8.0,13160.0,220922,wt
1.7888938574159432,7.0,13464.0,220922,wt
5.617265497229078,12.0,16932.0,220922,wt
1.4811862026581875,8.0,14961.0,220922,wt
1.1181551097013742,0.0,15294.0,220922,wt
1.9607199616115272,12.0,16968.0,220922,wt
4.6936550931951455,17.0,12756.0,220922,wt
3.9458511260919495,3.0,14491.0,220922,wt
7.321315610553323,3.0,17307.0,220922,wt
4.050446989882924,3.0,14492.0,220922,wt
0.404175807410599,2.0,16185.0,220922,wt
0.16057849087084372,15.0,14206.0,220922,wt
0.3566890567733665,2.0,16221.0,220922,wt
1.4551210692078425,11.0,13949.0,220922,wt
2.1281866042470123,16.0,16576.0,220922,wt
7.124702785383084,8.0,13166.0,220922,wt
3.1992263616529515,3.0,14495.0,220922,wt
4.397730740558485,17.0,12757.0,220922,wt
2.210272880828359,16.0,16587.0,220922,wt
3.594565344150963,3.0,14497.0,220922,wt
0.7771452687982614,0.0,13379.0,220922,wt
1.9728857005009015,3.0,14502.0,220922,wt
3.6700660199395516,0.0,13382.0,220922,wt
3.554205446869586,3.0,14500.0,220922,wt
0.3954759381119203,18.0,15697.0,220922,wt
4.404867344287453,8.0,13172.0,220922,wt
3.434956207721822,13.0,14892.0,220922,wt
4.265294296791773,3.0,14504.0,220922,wt
3.3817749474714414,3.0,14506.0,220922,wt
1.3345345470873422,8.0,13173.0,220922,wt
3.899952543515271,9.0,14007.0,220922,wt
3.2186396664667223,5.0,13558.0,220922,wt
2.4274559434900085,2.0,16226.0,220922,wt
0.7034095585234936,9.0,14008.0,220922,wt
1.0702106674508132,16.0,14116.0,220922,wt
2.1624805085519148,17.0,12761.0,220922,wt
2.1719820938972125,8.0,14976.0,220922,wt
1.2641911588725951,11.0,13953.0,220922,wt
3.2686724701004897,3.0,17320.0,220922,wt
1.805555555555553,8.0,13176.0,220922,wt
2.343374262684639,3.0,14512.0,220922,wt
2.3263398964809316,11.0,16348.0,220922,wt
2.7478648065976525,3.0,17324.0,220922,wt
0.9632647463687558,15.0,14211.0,220922,wt
4.160950542533051,13.0,14900.0,220922,wt
3.9845921511105873,3.0,14516.0,220922,wt
1.9151337381723308,16.0,16595.0,220922,wt
1.3146461920306753,11.0,13958.0,220922,wt
2.0122257998925033,3.0,14520.0,220922,wt
1.6952486584410107,3.0,14519.0,220922,wt
0.716489685117432,15.0,14214.0,220922,wt
0.9411364180099958,9.0,14010.0,220922,wt
2.0513871066513705,9.0,14009.0,220922,wt
0.7062045742496782,11.0,13963.0,220922,wt
5.103360136096448,17.0,14649.0,220922,wt
0.7886763388438406,12.0,16951.0,220922,wt
1.4759584666492251,8.0,13180.0,220922,wt
0.705310697759828,16.0,14125.0,220922,wt
1.794630726441389,8.0,14982.0,220922,wt
1.255659825437758,8.0,13182.0,220922,wt
1.584589225206047,15.0,16780.0,220922,wt
2.7335141429837733,3.0,14527.0,220922,wt
6.149361073597643,8.0,13183.0,220922,wt
2.9213086914257227,11.0,16370.0,220922,wt
2.5065340915973695,8.0,13184.0,220922,wt
2.8828028258292187,0.0,13390.0,220922,wt
1.558530608034829,5.0,13567.0,220922,wt
2.4993048148246,17.0,12774.0,220922,wt
2.355286840414726,2.0,13850.0,220922,wt
2.942984453786653,8.0,14986.0,220922,wt
2.688318809066098,3.0,14528.0,220922,wt
3.195220427217452,8.0,13189.0,220922,wt
3.7287062340440875,3.0,17323.0,220922,wt
3.7275618432240916,3.0,14531.0,220922,wt
2.4023176453961,8.0,13192.0,220922,wt
2.171170664852193,9.0,14014.0,220922,wt
4.397696916985142,17.0,12776.0,220922,wt
2.85135120863001,11.0,13969.0,220922,wt
3.8096480012508103,3.0,14532.0,220922,wt
3.3030224948192113,3.0,14534.0,220922,wt
2.0056109067808476,15.0,14217.0,220922,wt
2.604497713799777,2.0,13854.0,220922,wt
1.355271435085262,17.0,12778.0,220922,wt
4.880889282642074,3.0,17329.0,220922,wt
3.697678555734427,3.0,14547.0,220922,wt
1.8324565509139197,3.0,14545.0,220922,wt
1.8672766609912395,2.0,13856.0,220922,wt
1.8840280677314907,0.0,13395.0,220922,wt
2.9320801352362214,11.0,13975.0,220922,wt
3.2819398691850536,3.0,14551.0,220922,wt
3.1324692645240924,13.0,13110.0,220922,wt
0.9825407487853681,16.0,14140.0,220922,wt
4.955743285836503,17.0,12782.0,220922,wt
2.6958599595408783,8.0,14993.0,220922,wt
3.1608387511312253,17.0,12784.0,220922,wt
1.3307898241027047,2.0,13859.0,220922,wt
1.682524524104594,6.0,13519.0,220922,wt
1.013675006607004,0.0,13400.0,220922,wt
2.1868404739373934,4.0,14398.0,220922,wt
1.3498625538279498,18.0,15904.0,220922,wt
2.753113169610093,0.0,13401.0,220922,wt
0.6429106518298351,8.0,13205.0,220922,wt
0.3415395821797171,2.0,13860.0,220922,wt
2.2883634395691748,17.0,12788.0,220922,wt
2.626464136847963,9.0,14022.0,220922,wt
2.2525826405311835,0.0,15436.0,220922,wt
3.341718101414369,9.0,14025.0,220922,wt
4.64538047099497,17.0,12789.0,220922,wt
1.8191495332655911,2.0,13862.0,220922,wt
1.3250826873515027,7.0,13480.0,220922,wt
5.244238199857851,16.0,14148.0,220922,wt
3.6117645032472296,12.0,14309.0,220922,wt
3.3899408028518847,5.0,13572.0,220922,wt
4.19535790275297,8.0,13208.0,220922,wt
1.8441250939757523,6.0,13521.0,220922,wt
2.64192439798418,9.0,14029.0,220922,wt
2.9712673001113186,8.0,13209.0,220922,wt
1.520329169999606,16.0,16655.0,220922,wt
1.7994272782799317,2.0,13867.0,220922,wt
3.234329584765527,9.0,14031.0,220922,wt
3.4199742995208284,1.0,12991.0,220922,wt
5.408154860517569,8.0,14999.0,220922,wt
6.269530943277996,4.0,14401.0,220922,wt
3.4768208876298012,17.0,12792.0,220922,wt
0.3760277015521168,17.0,12793.0,220922,wt
2.375682307942815,0.0,13407.0,220922,wt
2.934041886761948,12.0,14317.0,220922,wt
2.0990579179429494,4.0,14402.0,220922,wt
1.081320396055698,16.0,14157.0,220922,wt
3.609675536730099,2.0,13872.0,220922,wt
3.094863008296649,12.0,14319.0,220922,wt
3.4602520523413443,16.0,14161.0,220922,wt
2.8806012148623843,12.0,14321.0,220922,wt
1.3253609194436808,17.0,12798.0,220922,wt
4.85808092255561,5.0,13579.0,220922,wt
6.055658005043477,8.0,13220.0,220922,wt
4.497416578226717,4.0,14405.0,220922,wt
5.544774306838678,4.0,14406.0,220922,wt
2.367607137601948,1.0,13011.0,220922,wt
1.1237006362377584,5.0,13580.0,220922,wt
2.0287878787878784,8.0,13225.0,220922,wt
3.249665199551584,12.0,17033.0,220922,wt
3.606944503581416,4.0,14407.0,220922,wt
1.7625875911219704,0.0,13412.0,220922,wt
4.774562160407077,17.0,12804.0,220922,wt
0.2767545786313771,15.0,14229.0,220922,wt
0.4924945429735281,18.0,13646.0,220922,wt
2.297291629283541,5.0,13581.0,220922,wt
4.47501765953642,15.0,16781.0,220922,wt
4.176244898314498,17.0,12806.0,220922,wt
1.7012774597037013,8.0,13235.0,220922,wt
1.0487288960220216,15.0,14232.0,220922,wt
5.470839411165582,12.0,14331.0,220922,wt
4.747980997098702,12.0,14332.0,220922,wt
4.121440834195549,8.0,13239.0,220922,wt
2.9771021183631436,12.0,14336.0,220922,wt
3.045515716416759,8.0,15018.0,220922,wt
2.273464716565892,12.0,14339.0,220922,wt
3.915894124144134,8.0,15021.0,220922,wt
2.7089070005174816,5.0,13584.0,220922,wt
4.268260701246248,17.0,12817.0,220922,wt
1.9373521461267602,2.0,16241.0,220922,wt
4.9705958074337655,2.0,13885.0,220922,wt
2.0688308999741625,8.0,13248.0,220922,wt
4.964836875477837,8.0,13252.0,220922,wt
1.9915394737870276,0.0,13422.0,220922,wt
1.2402882720060353,0.0,13424.0,220922,wt
6.333187921378124,12.0,14355.0,220922,wt
1.339526066403585,2.0,13888.0,220922,wt
2.5723303970951403,12.0,17156.0,220922,wt
7.0669332832480904,17.0,14668.0,220922,wt
6.948588005143411,17.0,12829.0,220922,wt
2.5488644541877346,12.0,14363.0,220922,wt
4.238774602261465,17.0,12830.0,220922,wt
4.916255005181979,17.0,12833.0,220922,wt
2.118722806306492,8.0,13262.0,220922,wt
2.989838121634394,18.0,13656.0,220922,wt
3.040245118862525,4.0,14414.0,220922,wt
5.324758629929913,17.0,12834.0,220922,wt
3.2862258122954486,12.0,14367.0,220922,wt
1.3691590939076927,12.0,14368.0,220922,wt
6.214337227232043,17.0,12840.0,220922,wt
2.7576100977446676,6.0,13525.0,220922,wt
4.797588374478988,5.0,13591.0,220922,wt
7.05266172682518,8.0,13268.0,220922,wt
1.496360502207275,8.0,13269.0,220922,wt
2.971520721631077,12.0,14372.0,220922,wt
6.218390975699063,17.0,14674.0,220922,wt
1.81203956589109,12.0,14373.0,220922,wt
3.368810621779945,12.0,17155.0,220922,wt
4.573683525744547,8.0,13275.0,220922,wt
4.993770885417806,2.0,13898.0,220922,wt
2.25252401218432,8.0,13278.0,220922,wt
2.2264642271996573,12.0,14382.0,220922,wt
1.518771352661531,21.0,7389.0,220901,wt
2.587929652590973,22.0,7667.0,220901,wt
1.449782564619032,21.0,7390.0,220901,wt
5.069697736490226,22.0,7662.0,220901,wt
2.989960721879054,23.0,8117.0,220901,wt
1.4077794110682218,22.0,7664.0,220901,wt
5.596130137969332,22.0,7660.0,220901,wt
1.1957648265545116,24.0,7638.0,220901,wt
2.2109787612982377,21.0,7392.0,220901,wt
4.153717857322678,24.0,8414.0,220901,wt
1.6757500200329802,24.0,7640.0,220901,wt
5.84317483100938,25.0,7765.0,220901,wt
2.904074201288564,22.0,7669.0,220901,wt
1.555782196886187,25.0,7766.0,220901,wt
1.9677156686178363,22.0,7670.0,220901,wt
1.372698959657962,23.0,8160.0,220901,wt
2.89702882209403,26.0,7833.0,220901,wt
0.8469696969696968,26.0,7256.0,220901,wt
6.926309926794222,27.0,7168.0,220901,wt
1.1050773574232573,22.0,8460.0,220901,wt
1.0043528929312582,21.0,7394.0,220901,wt
4.5640010582245045,25.0,8873.0,220901,wt
3.315851268699113,28.0,7340.0,220901,wt
2.3013300158816277,25.0,7772.0,220901,wt
1.4234944114248909,22.0,8455.0,220901,wt
3.112443818018413,29.0,7315.0,220901,wt
1.0466020360712407,23.0,7429.0,220901,wt
0.832456140350879,22.0,7675.0,220901,wt
1.4357227851088517,26.0,7836.0,220901,wt
2.0155492374386967,26.0,7842.0,220901,wt
1.2256554939256605,23.0,8196.0,220901,wt
4.069449543516788,25.0,7775.0,220901,wt
1.1049701286752607,22.0,7676.0,220901,wt
1.4328320307354059,25.0,7776.0,220901,wt
2.7022866126918434,22.0,8776.0,220901,wt
2.5796131174748296,28.0,7345.0,220901,wt
2.1795195644126157,25.0,7778.0,220901,wt
1.1481445758535147,27.0,7173.0,220901,wt
0.30106937508639037,21.0,7396.0,220901,wt
0.5711755616482836,24.0,8421.0,220901,wt
0.942625334902529,29.0,7950.0,220901,wt
3.7346889075242506,27.0,7175.0,220901,wt
3.3364749714699067,22.0,7681.0,220901,wt
1.9138480763139265,25.0,7784.0,220901,wt
2.2390733106710408,21.0,7398.0,220901,wt
2.6012921982498542,26.0,7269.0,220901,wt
0.7641104072551511,21.0,7399.0,220901,wt
2.496243786581521,25.0,7786.0,220901,wt
5.28467490369834,25.0,7787.0,220901,wt
1.9221692488423179,28.0,7347.0,220901,wt
2.8376145358057423,25.0,7788.0,220901,wt
1.396296296296296,25.0,7789.0,220901,wt
7.614991363440998,25.0,7790.0,220901,wt
2.8684788556452485,25.0,7792.0,220901,wt
2.023985532836685,27.0,7182.0,220901,wt
3.1478358103848736,25.0,7791.0,220901,wt
1.0198802035086054,21.0,7400.0,220901,wt
1.9316013594172405,30.0,7527.0,220901,wt
0.6456104592980074,22.0,7689.0,220901,wt
1.8763729816950698,23.0,7457.0,220901,wt
6.45166079433995,27.0,7184.0,220901,wt
0.9518228373193173,27.0,7185.0,220901,wt
2.2892098852629563,25.0,7793.0,220901,wt
3.847507388768544,30.0,7528.0,220901,wt
2.110957662835383,21.0,7402.0,220901,wt
3.82836123739433,25.0,7794.0,220901,wt
0.9830497228927919,29.0,7979.0,220901,wt
2.7570332386381917,30.0,7531.0,220901,wt
4.173853704139168,21.0,7403.0,220901,wt
2.2852403638552232,27.0,7187.0,220901,wt
0.3568627450980392,28.0,7349.0,220901,wt
1.840429162190313,23.0,8246.0,220901,wt
1.4770978325929118,25.0,7797.0,220901,wt
2.829199297919441,25.0,7796.0,220901,wt
6.636160006204432,27.0,7188.0,220901,wt
2.184249828068012,25.0,7798.0,220901,wt
2.217655501122423,21.0,7404.0,220901,wt
2.692618087831271,30.0,7533.0,220901,wt
2.5044165748695026,30.0,7536.0,220901,wt
3.652847504148589,25.0,7800.0,220901,wt
3.1816303038371356,27.0,7192.0,220901,wt
2.886606848182914,22.0,7699.0,220901,wt
2.4458955050267916,30.0,7540.0,220901,wt
3.0820137443121527,30.0,8323.0,220901,wt
2.6913861688841236,21.0,7405.0,220901,wt
6.707917657723791,30.0,7542.0,220901,wt
2.8770427906468004,21.0,7406.0,220901,wt
2.5152492942326448,30.0,7547.0,220901,wt
4.705494604566744,27.0,7195.0,220901,wt
4.073405161106632,30.0,7548.0,220901,wt
3.5680869249689198,28.0,7352.0,220901,wt
3.447898684089543,24.0,7647.0,220901,wt
2.096835411242533,30.0,7552.0,220901,wt
4.198572045837537,27.0,7196.0,220901,wt
2.8116005221632823,30.0,7555.0,220901,wt
4.084542036315196,30.0,8334.0,220901,wt
2.451315330075727,22.0,7707.0,220901,wt
1.5190336862769531,28.0,7354.0,220901,wt
2.1693376459785805,30.0,7560.0,220901,wt
4.570089864229927,28.0,7355.0,220901,wt
2.4599245435421744,28.0,7356.0,220901,wt
3.1765451691748576,22.0,8824.0,220901,wt
2.5136395668330227,22.0,8823.0,220901,wt
3.082023711514644,30.0,8343.0,220901,wt
4.755066981262456,28.0,8035.0,220901,wt
3.280537867764439,28.0,7359.0,220901,wt
2.817427023952213,30.0,8349.0,220901,wt
4.792393875052103,30.0,7567.0,220901,wt
3.9184352390476853,30.0,7569.0,220901,wt
2.7797934355393696,30.0,7570.0,220901,wt
3.9018889492257682,28.0,8053.0,220901,wt
3.7643727454529157,27.0,7198.0,220901,wt
2.1151426039704786,30.0,8367.0,220901,wt
4.375966866133283,27.0,7199.0,220901,wt
3.3192421623166326,30.0,7576.0,220901,wt
6.375536467839747,24.0,7651.0,220901,wt
2.578003906762232,30.0,7578.0,220901,wt
3.039289357771533,27.0,7202.0,220901,wt
4.913072013752641,30.0,7580.0,220901,wt
2.6628378538796493,30.0,7582.0,220901,wt
5.286039190486735,27.0,7810.0,220901,wt
3.676633146387936,28.0,8068.0,220901,wt
3.7452286613188552,30.0,7589.0,220901,wt
6.059458593648062,27.0,7209.0,220901,wt
2.6173237453371816,28.0,7369.0,220901,wt
4.9589379705244525,28.0,7370.0,220901,wt
0.6645967620880852,24.0,8423.0,220901,wt
5.156626567930263,27.0,7213.0,220901,wt
2.7644858297981685,30.0,7599.0,220901,wt
5.494499386586133,27.0,7215.0,220901,wt
4.2267947893658135,30.0,7600.0,220901,wt
4.2036556012553445,28.0,8070.0,220901,wt
3.018394090185322,30.0,7603.0,220901,wt
4.6198200551615125,27.0,7220.0,220901,wt
5.141087402651672,28.0,7374.0,220901,wt
3.1188100876346647,30.0,7609.0,220901,wt
4.0422958268974405,27.0,7224.0,220901,wt
2.6957645726912682,27.0,7225.0,220901,wt
2.951678855843644,27.0,7226.0,220901,wt
4.4437542423293435,27.0,7227.0,220901,wt
6.487301410446401,22.0,8859.0,220901,wt
3.9812674768857215,27.0,7228.0,220901,wt
5.344858990570072,27.0,7235.0,220901,wt
3.1503550174862216,27.0,7238.0,220901,wt
5.23835590006913,27.0,7240.0,220901,wt
2.206131686632828,30.0,8406.0,220901,wt
1.6779631524797929,31.0,0.0,220719,wt
1.1118302386057801,32.0,1833.0,220719,wt
1.0846054416516688,33.0,314.0,220719,wt
0.6982272581365863,34.0,18.0,220719,wt
1.6414960532842846,35.0,1682.0,220719,wt
2.8361594004190356,35.0,1683.0,220719,wt
0.9207949056144497,33.0,351.0,220719,wt
1.6584667442986025,33.0,343.0,220719,wt
0.5719817589767776,31.0,4.0,220719,wt
1.1760672735468098,34.0,19.0,220719,wt
0.4956064453958796,33.0,338.0,220719,wt
1.4205460854313883,33.0,2531.0,220719,wt
0.9654477049714989,34.0,15.0,220719,wt
1.1080632694444432,36.0,1762.0,220719,wt
3.6697778186828676,34.0,2073.0,220719,wt
0.8937900536123993,33.0,337.0,220719,wt
1.3168695422906487,33.0,2545.0,220719,wt
0.7917494114997153,34.0,16.0,220719,wt
0.9096371663898783,31.0,1.0,220719,wt
2.126315148438598,37.0,611.0,220719,wt
0.506971625599113,38.0,1859.0,220719,wt
0.7336254013375174,34.0,21.0,220719,wt
2.224233017507401,33.0,2502.0,220719,wt
2.436877354417257,33.0,330.0,220719,wt
1.0415875536344419,37.0,618.0,220719,wt
